,Unnamed: 0_x,Incident,Machine,Area / Cause,Reason/Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster,Unnamed: 0_y,Category
4555,5187,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,16,"Damaged cans on start-up, Crafts adjusted scroll guide",18,Short Stop,False,False,False,False,True,2023,2,5,23,6,True,damaged cans on startup crafts adjusted scroll guide,{},damage can startup craft adjust scroll guide,0.0,37.0,"in feed scroll out of alighment, cans went into infeed scroll at wrong times causing multiple cans to squash on filler "
4556,5188,Machine Stop,Filler,Tappet chain,Fault not listed,12,Filler Crash due to damaged Cans entering Filler. MR.,18,Short Stop,True,False,False,False,False,2023,2,9,3,3,False,filler crash due to damaged cans entering filler mr,{},filler crash damage can enter filler mr,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4557,5189,Machine Stop,Filler,Tappet chain,Fault not listed,12,Damaged Cans entering the Filler and chewing up on the Tappet Chain causing a Filler Crash (x2). MR.,18,Short Stop,True,False,False,False,False,2023,2,9,4,3,False,damaged cans entering the filler and chewing up on the tappet chain causing a filler crash mr,{},damage can enter filler chew tappet chain cause filler crash mr,5.0,30.0,tappet chain crash all cans being removing from filler
4558,5190,Machine Stop,Filler,Cams,CAM Actuator,77,investigating underfills found cam 19 actuator to be snapped craft to repalce,18,Breakdown,False,True,False,False,False,2023,2,9,8,3,False,investigating underfills found cam actuator to be snapped craft to repalce,{},investigate undersell find cam actuator snap craft replace,0.0,0.0,"CAM actuator sheared, craft repair required"
4559,5191,Machine Stop,Filler,Filling heads,Fault not listed,8,crafts checking for underfills an high TPOS,18,Short Stop,False,True,False,False,False,2023,2,9,15,3,False,crafts checking for underfills an high tpos,{},craft check undersell high top,3.0,28.0,issue with pressure valve or co2 levels
4560,5192,Machine Stop,Filler,Cams,Fault not listed,30,investigating after high TPOs recorded,18,Breakdown,False,False,True,False,False,2023,2,10,2,4,False,investigating after high tpos recorded,{},investigate high top record,3.0,28.0,issue with pressure valve or co2 levels
4561,5193,Machine Stop,Filler,Bubble breaker,Fault not listed,28,investigating high TPOS and underfills adjustments made to bubble breaker TPOS okay will run 15 min checks for the next hour on weights and TPO,18,Breakdown,False,True,False,False,False,2023,2,10,7,4,False,investigating high tpos and underfills adjustments made to bubble breaker tpos okay will run min checks for the next hour on weights and tpo,{},investigate high top undersell adjustment bubble breaker top okay run min check hour weight,3.0,28.0,issue with pressure valve or co2 levels
4562,5194,Machine Stop,Filler,Channel pressure,Fault not listed,50,"DO2 High, can weights low, adjustments made on bubble breaker, crafts attended",18,Short Stop,False,True,False,False,False,2023,2,10,8,4,False, high can weights low adjustments made on bubble breaker crafts attended,{},high weight low adjustment bubble breaker craft attend,3.0,28.0,issue with pressure valve or co2 levels
4563,5203,Machine Stop,Filler,Bowl pressure,Pressure Control,106,"Pressure fault filler ring bowl will not pressurise. Crafts in attendence investigating. Crafts made adjustmentsb to Cam Rail 19, Heads were venting Co2, Crafts adjusted, Tested all ok. BDA Triggered.",18,Breakdown,False,False,False,False,True,2023,2,21,20,1,False,pressure fault filler ring bowl will not pressurise crafts in attendence investigating crafts made adjustmentsb to cam rail heads were venting crafts adjusted tested all ok bda triggered,{},pressure fault filler ring bowl pressurise craft attendance investigate craft adjustment cam rail head vent craft adjust test ok bad trigger,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
4564,5204,Machine Stop,Filler,Tappet chain,Fault not listed,6,damaged can was thrown off in the seamer causing the filler to break and jam cans in the tappet chain,18,Short Stop,True,False,False,False,False,2023,2,23,23,3,False,damaged can was thrown off in the seamer causing the filler to break and jam cans in the tappet chain,{},damage throw steamer cause filler break jam can tappet chain,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4565,5205,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,7,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4566,5206,Machine Stop,Filler,Main Drive,Fault Not Listed,15,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,8,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4567,5207,Machine Stop,Filler,Main Drive,Fault Not Listed,5,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,12,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4568,5208,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,13,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4569,5209,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,13,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4570,5210,Machine Stop,Filler,Main Drive,Fault Not Listed,3,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,14,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4571,5211,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,14,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4572,5212,Machine Stop,Filler,Main Drive,Fault Not Listed,8,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,15,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4573,5213,Machine Stop,Filler,Main Drive,Fault Not Listed,8,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,17,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4574,5214,Machine Stop,Filler,Main Drive,Fault Not Listed,9,not stopping when seamer stops,18,Short Stop,False,False,True,False,False,2023,2,24,17,4,False,not stopping when seamer stops,{},stop steamer stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4575,5215,Machine Stop,Filler,Filling heads,Fault not listed,15,"crafts investigating head not filling,put flush on to clean filler doors-DH",18,Breakdown,True,False,False,False,False,2023,2,24,22,4,False,crafts investigating head not fillingput flush on to clean filler doorsdh,{},craft investigate head fillingput flush clean filler door,0.0,25.0,door would not close 
4576,5216,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),19,Craft in attendance working on the theory that an intermittent Non Filling Head is responsible for the Seamer Crashes due to finding empty Cans in the Seamer during a Crash. MR.,18,Short Stop,True,False,False,False,False,2023,2,24,22,4,False,craft in attendance working on the theory that an intermittent non filling head is responsible for the seamer crashes due to finding empty cans in the seamer during a crash mr,{},craft attendance work theory intermittent non filling head responsible steamer crash find can steamer crash mr,0.0,73.0,head purge valves sticking
4577,5217,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),94,Craft investigating each Filling Head due to intermittent Heads not Filling as this is not helping with the Seamer / Filler Crash issues. Found several Purge Valves sticking (rectified) and Head 10 with failed Seals / internals (replaced). MR.,18,Breakdown,True,False,False,False,False,2023,2,25,2,5,True,craft investigating each filling head due to intermittent heads not filling as this is not helping with the seamer filler crash issues found several purge valves sticking rectified and head with failed seals internals replaced mr,{},craft investigate fill head intermittent head fill help steamer filler crash issue find purge valve stick rectify head fail seal internal replace mr,0.0,73.0,head purge valves sticking
4578,5218,Machine Stop,Filler,Tappet chain,Fault not listed,5,can slipped on chain causing crash,18,Short Stop,False,True,False,False,False,2023,2,25,7,5,True,can slipped on chain causing crash,{},slip chain cause crash,5.0,30.0,tappet chain crash all cans being removing from filler
4579,5219,Machine Stop,Filler,Scroll,Fault not listed,22,crafts investigating infeed scroll after missing cans causing filler to crash multiple times,18,Short Stop,False,True,False,False,False,2023,2,25,7,5,True,crafts investigating infeed scroll after missing cans causing filler to crash multiple times,{},craft investigate infeed scroll miss can cause filler crash multiple time,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4580,5220,Machine Stop,Filler,Scroll,Fault not listed,18,Further investigation of infeed scroll by crafts,18,Short Stop,False,True,False,False,False,2023,2,25,7,5,True,further investigation of infeed scroll by crafts,{},investigation infeed scroll craft,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4581,5221,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,15,cans crashed on the tappet chain x2,18,Short Stop,False,True,False,False,False,2023,2,25,8,5,True,cans crashed on the tappet chain ,{},can crash tappet chain,3.0,59.0,can crash along tappet chain
4582,5222,Machine Stop,Filler,Tappet chain,Fault not listed,15,"empty can causing big crash around tappet chain, crafts investigating",18,Short Stop,False,True,False,False,False,2023,2,25,8,5,True,empty can causing big crash around tappet chain crafts investigating,{},cause big crash tappet chain craft investigate,5.0,30.0,tappet chain crash all cans being removing from filler
4583,5223,Machine Stop,Filler,Tappet chain,Fault not listed,16,empty can causing crash,18,Short Stop,False,True,False,False,False,2023,2,25,9,5,True,empty can causing crash,{},cause crash,5.0,30.0,tappet chain crash all cans being removing from filler
4584,5224,Machine Stop,Filler,Tappet chain,Fault not listed,23,"Empty can causing tappet chain to crash, crafts investigating",18,Short Stop,False,True,False,False,False,2023,2,25,11,5,True,empty can causing tappet chain to crash crafts investigating,{},cause tappet chain crash craft investigate,5.0,30.0,tappet chain crash all cans being removing from filler
4585,5225,Machine Stop,Filler,Tappet chain,Fault not listed,16,can crash,18,Short Stop,False,True,False,False,False,2023,2,25,11,5,True,can crash,{},crash,5.0,30.0,tappet chain crash all cans being removing from filler
4586,5226,Machine Stop,Filler,Tappet chain,Fault not listed,20,"empty can causing big crash on tappet chain, crafts investigating",18,Short Stop,False,True,False,False,False,2023,2,25,12,5,True,empty can causing big crash on tappet chain crafts investigating,{},cause big crash tappet chain craft investigate,5.0,30.0,tappet chain crash all cans being removing from filler
4587,5227,Machine Stop,Filler,Tappet chain,Fault not listed,16,empty can causing crash,18,Short Stop,False,True,False,False,False,2023,2,25,13,5,True,empty can causing crash,{},cause crash,5.0,30.0,tappet chain crash all cans being removing from filler
4588,5228,Machine Stop,Filler,Tappet chain,Fault not listed,16,empty can causing big crash on tappet chain,18,Short Stop,False,True,False,False,False,2023,2,25,16,5,True,empty can causing big crash on tappet chain,{},cause big crash tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
4589,5229,Machine Stop,Filler,Tappet chain,Fault not listed,8,cans crashed on tappet chain,18,Short Stop,False,True,False,False,False,2023,2,25,17,5,True,cans crashed on tappet chain,{},can crash tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
4590,5230,Machine Stop,Filler,Main Drive,Fault Not Listed,10,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,True,False,False,False,2023,2,25,18,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4591,5231,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,19,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4592,5232,Machine Stop,Filler,Main Drive,Fault Not Listed,7,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,19,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4593,5233,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,20,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4594,5234,Machine Stop,Filler,Main Drive,Fault Not Listed,5,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,20,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4595,5235,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams - done a seamer flush due to amount of jams and debris buildup,18,Short Stop,False,False,True,False,False,2023,2,25,20,5,True,filler not stopping at same time as seamer caysing transfer chain jams done a seamer flush due to amount of jams and debris buildup,{},filler stop time steamer cause transfer chain jam steamer flush jam debris buildup,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4596,5236,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,20,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4597,5237,Machine Stop,Filler,Main Drive,Fault Not Listed,5,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,20,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4598,5238,Machine Stop,Filler,Main Drive,Fault Not Listed,18,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,21,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4599,5239,Machine Stop,Filler,Main Drive,Fault Not Listed,7,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,21,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4600,5240,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,21,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4601,5241,Machine Stop,Filler,Main Drive,Fault Not Listed,9,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,22,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4602,5242,Machine Stop,Filler,Main Drive,Fault Not Listed,7,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,22,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4603,5243,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,23,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4604,5244,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,25,23,5,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4605,5245,Machine Stop,Filler,Main Drive,Fault Not Listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,0,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4606,5246,Machine Stop,Filler,Main Drive,Fault Not Listed,16,filler not stopping at same time as seamer caysing transfer chain jams - caused large jam and knocked oyt seamer outfeed clutch when restarting,18,Short Stop,False,False,True,False,False,2023,2,26,0,6,True,filler not stopping at same time as seamer caysing transfer chain jams caused large jam and knocked oyt seamer outfeed clutch when restarting,{},filler stop time steamer cause transfer chain jam cause large jam knock steamer out clutch restart,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4607,5247,Machine Stop,Filler,Main Drive,Fault Not Listed,5,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,1,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4608,5248,Machine Stop,Filler,Main Drive,Fault Not Listed,8,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,1,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4609,5249,Machine Stop,Filler,Main Drive,Fault Not Listed,4,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,1,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4610,5250,Machine Stop,Filler,Main Drive,Fault Not Listed,3,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,1,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4611,5251,Machine Stop,Filler,Main Drive,Fault Not Listed,4,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,2,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4612,5252,Machine Stop,Filler,Starwheel,Fault not listed,68,out of position damaging cans,18,Breakdown,False,False,True,False,False,2023,2,26,2,6,True,out of position damaging cans,{},position damage can,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4613,5253,Machine Stop,Filler,Main Drive,Fault Not Listed,5,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,4,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4614,5254,Machine Stop,Filler,Lubrication issues,Fault not listed,6,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,4,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
4615,5255,Machine Stop,Filler,Main Drive,Fault Not Listed,3,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,4,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4616,5256,Machine Stop,Filler,Main Drive,Fault Not Listed,5,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,4,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4617,5257,Machine Stop,Filler,Main Drive,Fault Not Listed,19,investigating muliple crashes from damaged cans from filler going into seame,18,Short Stop,False,False,True,False,False,2023,2,26,4,6,True,investigating muliple crashes from damaged cans from filler going into seame,{},investigate multiple crash damage can filler go,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
4618,5258,Machine Stop,Filler,Main Drive,Fault Not Listed,10,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,5,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4619,5259,Machine Stop,Filler,Filling heads,Fault not listed,58,engineer inspecting filling heads as possible cause of damaged cans,18,Short Stop,False,False,True,False,False,2023,2,26,5,6,True,engineer inspecting filling heads as possible cause of damaged cans,{},engineer inspect fill head possible cause damage can,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4620,5260,Machine Stop,Filler,Main Drive,Fault Not Listed,8,filler not stopping at same time as seamer caysing transfer chain jams,18,Short Stop,False,False,True,False,False,2023,2,26,6,6,True,filler not stopping at same time as seamer caysing transfer chain jams,{},filler stop time steamer cause transfer chain jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4621,5261,Machine Stop,Filler,Tappet chain,Fault not listed,10,tappet chain  jams x 3,18,Short Stop,False,True,False,False,False,2023,2,26,7,6,True,tappet chain jams x ,{},tappet chain jam x,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
4622,5262,Machine Stop,Filler,Starwheel,Fault not listed,12,cover on starwheel adjusted to low,18,Short Stop,False,True,False,False,False,2023,2,26,7,6,True,cover on starwheel adjusted to low,{},cover gearwheel adjust low,3.0,28.0,issue with pressure valve or co2 levels
4623,5263,Machine Stop,Filler,Filling heads,Fault not listed,13,crash at seamer and tappet chain crafts investigating more,18,Short Stop,False,True,False,False,False,2023,2,26,7,6,True,crash at seamer and tappet chain crafts investigating more,{},crash steamer tappet chain craft investigate,5.0,30.0,tappet chain crash all cans being removing from filler
4624,5264,Machine Stop,Filler,Filling heads,Fault not listed,46,crafts checking all heads as knock down flange caused jams at seamer,18,Short Stop,False,True,False,False,False,2023,2,26,8,6,True,crafts checking all heads as knock down flange caused jams at seamer,{},craft check head knock flange cause jam steamer,3.0,28.0,issue with pressure valve or co2 levels
4625,5265,Machine Stop,Filler,Filling heads,Fault not listed,6,seamer crash and removed damaged cans from tappet chain,18,Short Stop,False,True,False,False,False,2023,2,26,9,6,True,seamer crash and removed damaged cans from tappet chain,{},steamer crash remove damaged can tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
4626,5266,Machine Stop,Filler,Filling heads,Fault not listed,10,seamer crash and remove damaged cans from tappet chain again,18,Short Stop,False,True,False,False,False,2023,2,26,9,6,True,seamer crash and remove damaged cans from tappet chain again,{},steamer crash remove damage can tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
4627,5267,Machine Stop,Filler,Filling heads,Fault not listed,10,another seamer crash and remove damaged cans from tappet chain,18,Short Stop,False,True,False,False,False,2023,2,26,9,6,True,another seamer crash and remove damaged cans from tappet chain,{},steamer crash remove damage can tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
4628,5268,Machine Stop,Filler,Filling heads,Fault not listed,63,crafts identified 2 heads damaging cans building 2 heads up heads 52 and 72,18,Short Stop,False,True,False,False,False,2023,2,26,10,6,True,crafts identified heads damaging cans building heads up heads and ,{},craft identify head damage can build head head,3.0,28.0,issue with pressure valve or co2 levels
4629,5269,Machine Stop,Filler,Filling heads,Fault not listed,100,changing head 52 and 72,18,Short Stop,False,True,False,False,False,2023,2,26,12,6,True,changing head and ,{},change head,3.0,28.0,issue with pressure valve or co2 levels
4630,5270,Machine Stop,Filler,Main Drive,Fault Not Listed,16,not stopping at same time as seamer causing large jams,18,Short Stop,False,False,True,False,False,2023,2,27,2,0,False,not stopping at same time as seamer causing large jams,{},stop time steamer cause large jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4631,5271,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping at same time as seamer causing large jams,18,Short Stop,False,False,True,False,False,2023,2,27,2,0,False,not stopping at same time as seamer causing large jams,{},stop time steamer cause large jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4632,5272,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping at same time as seamer causing large jams,18,Short Stop,False,False,True,False,False,2023,2,27,3,0,False,not stopping at same time as seamer causing large jams,{},stop time steamer cause large jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4633,5273,Machine Stop,Filler,Main Drive,Fault Not Listed,12,not stopping at same time as seamer causing large jams - done seamer flush after latest jam,18,Short Stop,False,False,True,False,False,2023,2,27,3,0,False,not stopping at same time as seamer causing large jams done seamer flush after latest jam,{},stop time steamer cause large jam steamer flush late jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4634,5274,Machine Stop,Filler,Main Drive,Fault Not Listed,7,not stopping at same time as seamer causing large jams,18,Short Stop,False,False,True,False,False,2023,2,27,4,0,False,not stopping at same time as seamer causing large jams,{},stop time steamer cause large jam,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
4635,5275,Machine Stop,Filler,Cams,Fault not listed,10,"Cam Air lines catching when filler turning. Stopped filler, Secured Air lines with cable ties and restarted. Crafts in attendence assissting.",18,Breakdown,False,False,False,False,True,2023,2,27,12,0,False,cam air lines catching when filler turning stopped filler secured air lines with cable ties and restarted crafts in attendence assissting,{},cam air line catch filler turn stop filler secure air line cable tie restart craft attendance assist,3.0,28.0,issue with pressure valve or co2 levels
4636,5276,Machine Stop,Filler,Lubrication issues,Fault not listed,2,Stopped line to investigate lubrication. Crafts in attendence.,18,Short Stop,False,False,False,False,True,2023,3,2,1,3,False,stopped line to investigate lubrication crafts in attendence,{},stop line investigate lubrication craft attendance,3.0,28.0,issue with pressure valve or co2 levels
4637,5277,Machine Stop,Filler,Tappet chain,Fault not listed,4,Damaged Can caused Tappet Chain Crash. All cleared. MR.,18,Short Stop,True,False,False,False,False,2023,3,2,9,3,False,damaged can caused tappet chain crash all cleared mr,{},damage cause tappet chain crash clear mr,5.0,30.0,tappet chain crash all cans being removing from filler
4638,5278,Machine Stop,Filler,Clutch,Fault not listed,19,"Filler crash caused by damaged can coming in to filler Jamming on seamer infeed causing massive crash, Knocking out clutch. Removed damaged cans, Reset clutch and restarted.",18,Short Stop,False,False,False,False,True,2023,3,2,23,3,False,filler crash caused by damaged can coming in to filler jamming on seamer infeed causing massive crash knocking out clutch removed damaged cans reset clutch and restarted,{},filler crash cause damage come filler jamming steamer infeed cause massive crash knock clutch remove damaged can reset clutch restart,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
4639,5279,Machine Stop,Filler,Main Drive,Fault Not Listed,6,not stopping,18,Short Stop,False,False,True,False,False,2023,3,3,10,4,False,not stopping,{},stop,1.0,23.0,filler not stopping when seamer stops ( potentially due to break isnt working)
